datetime,choke,psig,apsig,oil,gas,water,liquid
15/5/2021 21:00:00,38,935,320,698.88,4.98,23.616,722.5
15/5/2021 21:15:00,38,935,321,822.456,4.988,32.592,855
15/5/2021 21:30:00,38,940,318,661.368,5.07,26.208,687.6
15/5/2021 21:45:00,38,938,317,737.664,5.061,29.232,766.9
15/5/2021 22:00:00,38,940,319,661.368,5.078,26.208,687.6
15/5/2021 22:15:00,38,942,319,712.248,5.078,28.224,740.5
15/5/2021 22:30:00,38,940,316,771.6,5.074,30.576,802.2
15/5/2021 22:45:00,38,942,318,678.312,5.091,26.88,705.2
15/5/2021 23:00:00,38,940,318,747.36,5.091,28.224,775.6
15/5/2021 23:15:00,38,945,320,693.96,5.086,26.208,720.2
15/5/2021 23:30:00,38,942,321,800.712,5.094,30.24,831
15/5/2021 23:45:00,38,944,322,782.928,5.165,29.568,812.5
15/5/2021 00:00:00,38,945,324,720.648,5.182,27.216,747.9
16/5/2021 00:15:00,38,935,314,720.672,5.037,27.216,747.9
16/5/2021 00:30:00,38,940,315,710.136,5.045,18.96,729.1
16/5/2021 00:45:00,38,936,313,746.088,5.028,19.92,766
16/5/2021 01:00:00,38,938,314,809.016,5.037,21.6,830.6
16/5/2021 01:15:00,38,939,313,719.112,5.028,19.2,738.3
16/5/2021 01:30:00,38,943,316,715.44,5.053,23.04,738.5
16/5/2021 01:45:00,38,935,314,719.112,4.974,19.2,738.3
16/5/2021 02:00:00,38,925,310,737.856,4.962,19.68,757.5
16/5/2021 02:15:00,38,911,312,773.064,4.979,20.64,793.7
16/5/2021 02:30:00,38,937,322,777.024,5.186,16.512,793.5
16/5/2021 02:45:00,38,934,319,731.856,5.202,15.552,747.4
16/5/2021 03:00:00,38,932,318,777.024,5.194,16.512,793.5
16/5/2021 03:15:00,38,931,315,786.048,5.189,16.704,802.8
16/5/2021 03:30:00,38,928,317,786.048,5.206,16.704,802.8
16/5/2021 03:45:00,38,927,319,786.048,5.182,16.704,802.8
16/5/2021 04:00:00,38,928,317,795.096,5.175,16.896,812
16/5/2021 04:15:00,38,932,319,812.328,5.192,8.544,820.9
16/5/2021 04:30:00,38,930,317,775.824,5.216,8.16,784
16/5/2021 04:45:00,38,931,320,813.168,5.242,17.28,830.4
16/5/2021 05:00:00,38,930,319,795.096,5.233,16.896,812
16/5/2021 05:15:00,38,934,321,822.192,5.25,17.472,839.7
16/5/2021 05:30:00,38,935,323,777.024,5.267,16.512,793.5
16/5/2021 05:45:00,38,920,320,809.016,5.242,21.6,830.6
16/5/2021 06:00:00,38,934,324,769.104,5.275,24.768,793.9
16/5/2021 06:15:00,38,932,321,795.912,5.25,25.632,821.5
16/5/2021 06:30:00,38,924,324,722.808,5.275,15.36,738.2
16/5/2021 06:45:00,38,924,323,885.072,5.267,38.4,923.5
16/5/2021 07:00:00,38,925,320,804.864,5.242,25.92,830.8
16/5/2021 07:15:00,38,920,319,769.104,5.233,24.768,793.9
16/5/2021 07:30:00,38,935,324,813.816,5.275,26.208,840
16/5/2021 07:45:00,38,930,326,893.376,5.292,28.8,922.2
16/5/2021 08:00:00,38,923,324,661.776,5.296,21.312,683.1
16/5/2021 08:15:00,38,925,324,786.984,5.296,25.344,812.3
16/5/2021 08:30:00,38,930,325,786.912,5.304,34.176,821.1
16/5/2021 08:45:00,38,930,320,743.472,5.262,32.256,775.7
16/5/2021 09:00:00,38,925,317,804.864,5.236,25.92,830.8
16/5/2021 09:15:00,38,923,315,795.912,5.219,25.632,821.5
16/5/2021 09:30:00,38,935,318,831.96,5.245,36.096,868.1
16/5/2021 09:45:00,38,955,316,804.864,5.207,25.92,830.8
16/5/2021 10:00:00,38,945,318,740.88,5.224,15.744,756.6
16/5/2021 10:15:00,38,935,320,794.088,5.241,8.352,802.4
16/5/2021 10:30:00,38,930,317,786.048,5.205,16.704,802.8
16/5/2021 10:45:00,38,935,318,769.104,5.213,24.768,793.9
16/5/2021 11:00:00,38,945,319,769.104,5.222,24.768,793.9
16/5/2021 11:15:00,38,940,318,795.912,5.213,25.632,821.5
16/5/2021 11:30:00,38,930,317,760.152,5.205,24.48,784.6
16/5/2021 11:45:00,38,925,315,786.984,5.148,25.344,812.3
16/5/2021 12:00:00,38,932,317,724.368,5.165,23.328,747.7
16/5/2021 12:30:00,38,935,318,778.872,5.173,33.792,812.7
16/5/2021 12:45:00,38,925,315,758.952,5.148,16.128,775.1
16/5/2021 13:00:00,38,923,312,767.976,5.122,16.32,784.3
16/5/2021 13:15:00,38,930,317,760.152,5.205,24.48,784.6
16/5/2021 13:30:00,38,927,313,733.32,5.171,23.616,756.9
16/5/2021 13:45:00,38,919,319,740.88,5.222,15.744,756.6
16/5/2021 14:00:00,38,923,318,731.856,5.213,15.552,747.4
16/5/2021 14:15:00,38,920,312,684.552,5.122,7.2,691.8
16/5/2021 14:30:00,38,910,313,684.552,4.797,7.2,691.8
16/5/2021 14:45:00,38,935,317,713.784,5.165,15.168,729
16/5/2021 15:00:00,38,920,315,731.856,5.148,15.552,747.4
16/5/2021 15:15:00,38,850,310,685.248,4.793,7.2,692.4
16/5/2021 15:30:00,38,835,304,648.72,4.745,6.816,655.5
16/5/2021 15:45:00,38,844,309,703.536,4.891,7.392,710.9
16/5/2021 16:00:00,38,847,307,703.536,4.875,7.392,710.9
16/5/2021 16:15:00,38,862,309,723.552,4.891,15.36,738.9
16/5/2021 16:30:00,38,850,305,696.432,4.858,14.784,711.2
16/5/2021 16:45:00,38,845,307,696.432,4.769,14.784,711.2
16/5/2021 17:00:00,38,840,308,660.24,4.777,14.016,674.3
16/5/2021 17:15:00,38,850,310,687.384,4.899,14.592,702
16/5/2021 17:30:00,38,855,312,760.152,4.915,24.48,784.6
16/5/2021 17:45:00,38,845,308,660.24,4.883,14.016,674.3
16/5/2021 18:00:00,38,847,307,678.336,4.833,14.4,692.7
16/5/2021 18:15:00,38,850,309,696.432,4.806,14.784,711.2
16/5/2021 18:30:00,38,840,306,694.392,4.929,7.296,701.7
16/5/2021 18:45:00,38,858,312,748.44,5.183,7.872,756.3
16/5/2021 19:00:00,38,860,313,722.808,5.172,15.36,738.2
16/5/2021 19:15:00,38,862,314,731.856,5.18,15.552,747.4
16/5/2021 19:30:00,38,862,313,686.664,5.172,14.592,701.3
16/5/2021 19:45:00,38,860,312,722.808,5.163,15.36,738.2
16/5/2021 20:00:00,38,862,317,769.104,5.206,24.768,793.9
16/5/2021 20:15:00,38,860,316,722.808,5.197,15.36,738.2
16/5/2021 20:30:00,38,862,318,704.736,5.173,14.976,719.7
16/5/2021 20:45:00,38,858,314,702.792,5.14,7.392,710.2
16/5/2021 21:00:00,38,859,316,730.68,5.156,8.064,738.7
16/5/2021 21:15:00,38,862,314,713.28,5.18,7.872,721.2
16/5/2021 21:30:00,38,868,315,697.464,5.189,15.552,713
16/5/2021 21:45:00,38,863,314,671.64,5.18,14.976,686.6
16/5/2021 22:00:00,38,865,315,706.08,5.189,15.744,721.8
16/5/2021 22:15:00,38,879,319,723.312,5.12,16.128,739.4
16/5/2021 22:30:00,38,901,319,713.28,5.12,7.872,721.2
16/5/2021 22:45:00,38,897,315,730.176,5.168,7.68,737.9
16/5/2021 23:00:00,38,894,316,739.344,5.197,7.776,747.1
16/5/2021 23:15:00,38,892,315,758.952,5.148,16.128,775.1
16/5/2021 23:30:00,38,890,317,740.88,5.165,15.744,756.6
16/5/2021 23:45:00,38,891,319,775.824,5.182,8.16,784
16/5/2021 00:00:00,38,892,320,739.32,5.19,7.776,747.1
17/5/2021 00:15:00,38,901,320,748.464,5.19,7.872,756.3
17/5/2021 00:30:00,38,903,321,757.56,5.198,7.968,765.5
17/5/2021 00:45:00,38,908,318,757.56,5.173,7.968,765.5
17/5/2021 01:00:00,38,907,315,740.88,5.148,15.744,756.6
17/5/2021 01:15:00,38,911,317,749.904,5.165,15.936,765.8
17/5/2021 01:30:00,38,905,312,777.024,5.163,16.512,793.5
17/5/2021 01:45:00,38,912,311,712.656,5.175,7.488,720.1
17/5/2021 02:00:00,38,910,309,759.744,5.157,16.128,775.9
17/5/2021 02:15:00,38,912,313,740.88,5.192,15.744,756.6
17/5/2021 02:30:00,38,909,312,757.56,5.183,7.968,765.5
17/5/2021 02:45:00,38,912,314,784.944,5.2,8.256,793.2
17/5/2021 03:00:00,38,913,316,748.44,5.207,7.872,756.3
17/5/2021 03:15:00,38,912,315,775.824,5.198,8.16,784
17/5/2021 03:30:00,38,915,317,757.56,5.215,7.968,765.5
17/5/2021 03:45:00,38,913,316,767.976,5.187,16.32,784.3
17/5/2021 04:00:00,38,916,317,757.56,5.195,7.968,765.5
17/5/2021 04:15:00,38,917,318,777.024,5.224,16.512,793.5
17/5/2021 04:30:00,38,915,317,777.024,5.215,16.512,793.5
17/5/2021 04:45:00,38,917,315,758.952,5.198,16.128,775.1
17/5/2021 05:00:00,38,920,319,795.912,5.232,25.632,821.5
17/5/2021 05:15:00,38,925,324,767.976,5.315,16.32,784.3
17/5/2021 05:30:00,38,921,322,784.944,5.338,8.256,793.2
17/5/2021 05:45:00,38,920,320,757.56,5.321,7.968,765.5
17/5/2021 06:00:00,38,923,322,775.824,5.338,8.16,784
17/5/2021 06:15:00,38,927,323,786.048,5.347,16.704,802.8
17/5/2021 06:30:00,38,920,320,777.024,5.321,16.512,793.5
17/5/2021 06:45:00,38,893,305,687.384,4.952,14.592,702
17/5/2021 07:00:00,38,855,311,657.84,5.002,6.912,664.8
17/5/2021 07:15:00,38,850,304,721.8,4.944,7.584,729.4
17/5/2021 07:30:00,38,857,309,694.392,4.985,7.296,701.7
17/5/2021 07:45:00,38,835,304,676.128,4.903,7.104,683.2
17/5/2021 08:00:00,38,911,314,666.288,4.985,7.008,673.3
17/5/2021 08:15:00,38,899,316,749.904,5.043,15.936,765.8
17/5/2021 08:30:00,38,925,318,722.808,5.059,15.36,738.2
17/5/2021 08:45:00,38,910,309,714.504,4.985,15.168,729.7
17/5/2021 09:00:00,38,919,312,668.592,5.114,14.208,682.8
17/5/2021 09:15:00,38,879,316,610.704,4.938,26.496,637.2
17/5/2021 09:30:00,38,864,306,694.392,4.751,7.296,701.7
17/5/2021 09:45:00,38,899,312,704.736,4.906,14.976,719.7
17/5/2021 10:00:00,38,915,315,668.592,5.035,14.208,682.8
17/5/2021 10:15:00,38,920,316,724.368,5.085,23.328,747.7
17/5/2021 10:30:00,38,890,312,713.784,5.01,15.168,729
17/5/2021 10:45:00,38,850,309,621.288,4.881,6.528,627.8
17/5/2021 11:00:00,38,910,314,659.568,4.922,14.016,673.6
17/5/2021 11:15:00,38,920,315,697.56,5.035,22.464,720
17/5/2021 11:30:00,38,925,317,706.488,5.093,22.752,729.2
17/5/2021 11:45:00,38,930,317,725.76,5.134,31.488,757.2
17/5/2021 12:00:00,38,915,315,652.824,5.117,21.024,673.8
17/5/2021 12:15:00,38,883,310,698.28,4.993,22.464,720.7
17/5/2021 12:30:00,38,870,313,684.552,4.914,7.2,691.8
17/5/2021 12:45:00,38,880,313,702.792,4.914,7.392,710.2
17/5/2021 13:00:00,38,900,315,675.432,4.93,7.104,682.5
17/5/2021 13:15:00,38,873,311,705.456,4.897,14.976,720.4
17/5/2021 13:30:00,38,880,312,675.432,4.906,7.104,682.5
17/5/2021 13:45:00,38,893,313,661.776,4.914,21.312,683.1
17/5/2021 14:00:00,38,890,313,670.728,4.924,21.6,692.3
17/5/2021 14:15:00,38,895,314,661.776,4.932,21.312,683.1
17/5/2021 14:30:00,38,890,313,734.616,4.924,31.872,766.5
17/5/2021 14:45:00,38,870,307,660.24,4.886,14.016,674.3
17/5/2021 15:00:00,38,865,309,662.448,4.902,21.312,683.8
17/5/2021 15:15:00,38,864,311,676.128,4.919,7.104,683.2
17/5/2021 15:30:00,38,851,307,685.248,4.886,7.2,692.4
17/5/2021 15:45:00,38,869,311,676.128,4.919,7.104,683.2
17/5/2021 16:00:00,38,860,312,704.736,4.927,14.976,719.7
17/5/2021 16:15:00,38,850,310,687.384,4.92,14.592,702
17/5/2021 16:30:00,38,855,311,687.384,4.928,14.592,702
17/5/2021 16:45:00,38,845,310,698.28,4.92,22.464,720.7
17/5/2021 17:00:00,38,855,312,677.64,4.937,14.4,692
17/5/2021 17:15:00,38,863,309,698.28,4.995,22.464,720.7
17/5/2021 17:30:00,38,843,308,707.232,5.069,22.752,730
17/5/2021 17:45:00,38,850,310,642.168,5.085,13.632,655.8
17/5/2021 18:00:00,38,853,312,677.64,5.102,14.4,692
17/5/2021 18:15:00,38,852,309,698.28,5.077,22.464,720.7
17/5/2021 18:30:00,38,850,311,716.184,5.074,23.04,739.2
17/5/2021 18:45:00,38,856,313,706.488,5.09,22.752,729.2
17/5/2021 19:00:00,38,854,312,670.728,5.082,21.6,692.3
17/5/2021 19:15:00,38,851,313,758.952,5.028,16.128,775.1
17/5/2021 19:30:00,38,853,314,686.664,5.037,14.592,701.3
17/5/2021 19:45:00,38,859,317,722.808,5.124,15.36,738.2
17/5/2021 20:00:00,38,856,315,731.856,5.107,15.552,747.4
17/5/2021 20:15:00,38,850,314,704.736,5.099,14.976,719.7
17/5/2021 20:30:00,38,860,318,715.44,5.132,23.04,738.5
17/5/2021 20:45:00,38,858,320,720.648,5.169,27.216,747.9
17/5/2021 21:00:00,38,862,318,702.84,5.142,26.544,729.4
17/5/2021 21:15:00,38,868,317,728.112,5.134,19.44,747.6
17/5/2021 21:30:00,38,866,316,786.984,5.126,25.344,812.3
17/5/2021 21:45:00,38,864,317,695.712,5.134,14.784,710.5
17/5/2021 22:00:00,38,871,315,724.368,5.117,23.328,747.7
17/5/2021 22:15:00,38,865,309,723.552,5.067,15.36,738.9
17/5/2021 22:30:00,38,867,312,740.88,5.092,15.744,756.6
17/5/2021 22:45:00,38,869,315,704.736,5.117,14.976,719.7
17/5/2021 23:00:00,38,866,311,759.744,5.114,16.128,775.9
17/5/2021 23:15:00,38,868,312,702.792,5.102,7.392,710.2
17/5/2021 23:30:00,38,867,313,731.856,5.111,15.552,747.4
17/5/2021 23:45:00,38,870,316,777.024,5.136,16.512,793.5
17/5/2021 00:00:00,38,868,314,739.32,5.119,7.776,747.1
18/5/2021 00:15:00,38,871,316,749.928,5.156,15.936,765.9
18/5/2021 00:30:00,38,872,316,758.952,5.136,16.128,775.1
18/5/2021 00:45:00,38,874,318,722.808,5.153,15.36,738.2
18/5/2021 01:00:00,38,869,315,702.792,5.128,7.392,710.2
18/5/2021 01:15:00,38,871,316,739.32,5.136,7.776,747.1
18/5/2021 01:30:00,38,867,314,767.976,5.119,16.32,784.3
18/5/2021 01:45:00,38,865,315,704.736,5.128,14.976,719.7
18/5/2021 02:00:00,38,868,317,731.856,5.144,15.552,747.4
18/5/2021 02:15:00,38,865,314,728.112,5.119,19.44,747.6
18/5/2021 02:30:00,38,874,319,742.272,5.161,23.904,766.2
18/5/2021 02:45:00,38,875,316,724.368,5.136,23.328,747.7
18/5/2021 03:00:00,38,877,315,751.2,5.128,24.192,775.4
18/5/2021 03:15:00,38,865,314,742.272,5.119,23.904,766.2
18/5/2021 03:30:00,38,867,315,760.152,5.128,24.48,784.6
18/5/2021 03:45:00,38,862,314,749.904,5.119,15.936,765.8
18/5/2021 04:00:00,38,865,317,731.856,5.185,15.552,747.4
18/5/2021 04:15:00,38,865,316,731.856,5.197,15.552,747.4
18/5/2021 04:30:00,38,863,314,751.2,5.18,24.192,775.4
18/5/2021 04:45:00,38,866,316,740.88,5.197,15.744,756.6
18/5/2021 05:00:00,38,871,317,742.272,5.266,23.904,766.2
18/5/2021 05:15:00,38,869,319,713.784,5.363,15.168,729
18/5/2021 05:30:00,38,876,321,733.32,5.38,23.616,756.9
18/5/2021 05:45:00,38,875,321,724.368,5.38,23.328,747.7
18/5/2021 06:00:00,38,872,319,760.152,5.363,24.48,784.6
18/5/2021 06:15:00,38,871,319,751.2,5.363,24.192,775.4
18/5/2021 06:30:00,38,875,319,760.152,5.363,24.48,784.6
18/5/2021 06:45:00,38,870,320,742.272,5.372,23.904,766.2
18/5/2021 07:00:00,38,876,315,795.096,5.348,16.896,812
18/5/2021 07:15:00,38,910,320,713.784,5.391,15.168,729
18/5/2021 07:30:00,38,900,318,722.808,5.363,15.36,738.2
18/5/2021 07:45:00,38,900,317,730.176,5.354,7.68,737.9
18/5/2021 08:00:00,38,895,318,740.88,5.363,15.744,756.6
18/5/2021 08:15:00,38,897,318,758.952,5.363,16.128,775.1
18/5/2021 08:30:00,38,905,319,769.104,5.372,24.768,793.9
18/5/2021 08:45:00,38,900,318,724.368,5.363,23.328,747.7
18/5/2021 09:00:00,38,899,318,704.736,5.363,14.976,719.7
18/5/2021 09:15:00,38,910,320,731.856,5.409,15.552,747.4
18/5/2021 09:30:00,38,915,319,751.2,5.4,24.192,775.4
18/5/2021 09:45:00,38,917,320,769.104,5.409,24.768,793.9
18/5/2021 10:00:00,38,921,321,751.2,5.418,24.192,775.4
18/5/2021 10:15:00,38,910,320,767.976,5.409,16.32,784.3
18/5/2021 10:30:00,38,890,317,758.952,5.383,16.128,775.1
18/5/2021 10:45:00,38,1050,325,722.064,6.066,15.36,737.4
18/5/2021 11:00:00,38,1060,330,765.912,6.09,8.064,774
18/5/2021 11:15:00,38,1063,336,820.608,6.147,8.64,829.2
18/5/2021 11:30:00,38,1065,332,820.608,6.167,8.64,829.2
18/5/2021 11:45:00,38,1062,325,804.024,6.099,25.92,829.9
18/5/2021 12:00:00,38,1050,327,839.952,6.118,36.48,876.4
18/5/2021 12:15:00,38,1045,327,831.192,6.118,45.6,876.8
18/5/2021 12:30:00,38,1055,323,858.336,6.08,47.04,905.4
18/5/2021 12:45:00,38,1045,324,858.528,6.077,27.648,886.2
18/5/2021 13:00:00,38,1052,325,822.264,6.087,35.712,858
18/5/2021 13:15:00,38,1057,327,822.264,6.106,35.712,858
18/5/2021 13:30:00,38,1053,329,821.904,6.126,26.496,848.4
18/5/2021 13:45:00,38,1048,328,830.832,6.116,26.784,857.6
18/5/2021 14:00:00,38,1045,328,857.448,6.116,47.04,904.5
18/5/2021 14:15:00,38,1050,327,839.952,6.118,36.48,876.4
18/5/2021 14:30:00,38,1053,330,839.952,6.147,36.48,876.4
18/5/2021 14:45:00,38,1049,331,857.64,6.157,27.648,885.3
18/5/2021 15:00:00,38,1045,329,857.64,6.138,27.648,885.3
18/5/2021 15:15:00,38,1053,330,848.712,6.147,27.36,876.1
18/5/2021 15:30:00,38,1047,325,839.952,6.099,36.48,876.4
18/5/2021 15:45:00,38,1053,329,848.784,6.138,36.864,885.6
18/5/2021 16:00:00,38,1054,327,839.952,6.118,36.48,876.4
18/5/2021 16:15:00,38,1044,329,831.12,6.138,36.096,867.2
18/5/2021 16:30:00,38,1051,326,857.64,6.109,27.648,885.3
18/5/2021 16:45:00,38,1050,330,866.568,6.147,27.936,894.5
18/5/2021 17:00:00,38,1044,327,857.64,6.118,27.648,885.3
18/5/2021 17:15:00,38,1045,326,848.712,6.109,27.36,876.1
18/5/2021 17:30:00,38,1045,322,858.528,6.07,27.648,886.2
18/5/2021 17:45:00,38,1054,325,857.64,6.099,27.648,885.3
18/5/2021 18:00:00,38,1040,325,822.264,6.099,35.712,858
18/5/2021 18:15:00,38,1042,326,804.576,6.109,34.944,839.5
18/5/2021 18:30:00,38,1043,326,822.264,6.128,35.712,858
18/5/2021 18:45:00,38,1040,325,839.952,6.099,46.08,886
18/5/2021 19:00:00,38,1045,328,857.448,6.128,47.04,904.5
18/5/2021 19:15:00,38,1043,325,874.944,6.099,48,922.9
18/5/2021 19:30:00,38,1040,323,804.864,6.08,25.92,830.8
18/5/2021 19:45:00,38,1042,325,848.712,6.099,27.36,876.1
18/5/2021 20:00:00,38,1045,328,857.64,6.128,27.648,885.3
18/5/2021 20:15:00,38,1046,329,888.768,6.138,33.6,922.4
18/5/2021 20:30:00,38,1045,328,848.712,6.128,27.36,876.1
18/5/2021 20:45:00,38,1049,330,821.904,6.147,26.496,848.4
18/5/2021 21:00:00,38,1047,328,821.904,6.128,26.496,848.4
18/5/2021 21:15:00,38,1045,326,875.496,6.109,28.224,903.7
18/5/2021 21:30:00,38,1047,327,830.376,6.118,17.664,848
18/5/2021 21:45:00,38,1050,325,857.448,6.099,18.24,875.7
18/5/2021 22:00:00,38,1049,324,885.072,6.089,38.4,923.5
18/5/2021 22:15:00,38,1050,324,858.336,6.089,18.24,876.6
18/5/2021 22:30:00,38,1049,322,831.24,6.07,17.664,848.9
18/5/2021 22:45:00,38,1053,326,875.328,6.109,9.216,884.5
18/5/2021 23:00:00,38,1055,328,857.112,6.128,9.024,866.1
18/5/2021 23:15:00,38,1056,329,884.52,6.138,18.816,903.3
18/5/2021 23:30:00,38,1054,327,820.608,6.119,8.64,829.2
18/5/2021 23:45:00,38,1051,325,812.328,6.099,17.28,829.6
18/5/2021 00:00:00,38,1054,329,830.376,6.138,17.664,848
19/5/2021 00:15:00,38,1049,328,875.52,6.128,28.224,903.7
19/5/2021 00:30:00,38,1051,329,844.104,6.138,22.56,866.7
19/5/2021 00:45:00,38,1049,328,808.176,6.128,21.6,829.8
19/5/2021 01:00:00,38,1050,329,830.832,6.15,26.784,857.6
19/5/2021 01:15:00,38,1048,327,857.64,6.119,27.648,885.3
19/5/2021 01:30:00,38,1052,330,848.424,6.147,18.048,866.5
19/5/2021 01:45:00,38,1047,326,821.352,6.097,17.472,838.8
19/5/2021 02:00:00,38,1049,327,857.448,6.106,18.24,875.7
19/5/2021 02:15:00,38,1051,325,830.376,6.087,17.664,848
19/5/2021 02:30:00,38,1048,326,812.328,6.097,17.28,829.6
19/5/2021 02:45:00,38,1053,328,857.64,6.116,27.648,885.3
19/5/2021 03:00:00,38,1051,325,821.352,6.087,17.472,838.8
19/5/2021 03:15:00,38,1051,327,830.376,6.106,17.664,848
19/5/2021 03:30:00,38,1049,328,848.424,6.116,18.048,866.5
19/5/2021 03:45:00,38,1051,330,839.76,6.135,27.072,866.8
19/5/2021 04:00:00,38,1055,332,857.64,6.154,27.648,885.3
19/5/2021 04:15:00,38,1052,330,830.832,6.135,26.784,857.6
19/5/2021 04:30:00,38,1050,329,804.024,6.126,25.92,829.9
19/5/2021 04:45:00,38,1052,330,831.12,6.135,36.096,867.2
19/5/2021 05:00:00,38,1055,332,839.76,6.154,27.072,866.8
19/5/2021 05:15:00,38,1053,330,821.352,6.135,17.472,838.8
19/5/2021 05:30:00,38,1048,329,866.472,6.126,18.432,884.9
19/5/2021 05:45:00,38,1050,330,812.328,6.135,17.28,829.6
19/5/2021 06:00:00,38,1052,330,830.376,6.135,17.664,848
19/5/2021 06:15:00,38,1051,329,848.424,6.126,18.048,866.5
19/5/2021 06:30:00,38,1045,327,857.64,6.106,27.648,885.3
19/5/2021 06:45:00,38,1050,328,848.712,6.128,27.36,876.1
19/5/2021 07:00:00,38,1044,325,848.712,6.099,27.36,876.1
19/5/2021 07:15:00,38,1045,326,823.368,6.109,27.072,850.4
19/5/2021 07:30:00,38,1045,325,806.16,6.099,17.472,823.6
19/5/2021 07:45:00,38,1040,324,797.304,6.089,17.28,814.6
19/5/2021 08:00:00,38,1055,327,832.128,6.179,27.36,859.5
19/5/2021 08:15:00,38,1043,330,840.888,6.208,27.648,868.5
19/5/2021 08:30:00,38,1048,335,796.248,6.256,26.208,822.5
19/5/2021 08:45:00,38,1051,331,796.464,6.218,17.28,813.7
19/5/2021 09:00:00,38,1045,328,796.464,6.189,17.28,813.7
19/5/2021 09:15:00,38,1040,327,893.448,6.179,29.376,922.8
19/5/2021 09:30:00,38,1043,327,814.176,6.179,17.664,831.8
19/5/2021 09:45:00,38,1047,328,832.128,6.189,27.36,859.5
19/5/2021 10:00:00,38,1040,326,778.776,6.169,16.896,795.7
19/5/2021 10:15:00,38,1045,327,805.32,6.239,17.472,822.8
19/5/2021 10:30:00,38,1045,328,849.648,6.249,27.936,877.6
19/5/2021 10:45:00,38,1050,327,849.648,6.239,27.936,877.6
19/5/2021 11:00:00,38,1045,326,761.064,6.217,16.512,777.6
19/5/2021 11:00:00,38,1045,326,761.064,6.217,16.512,777.6
19/5/2021 11:15:00,38,1045,327,814.176,6.226,17.664,831.8
19/5/2021 11:30:00,38,1040,327,823.008,6.226,17.856,840.9
19/5/2021 11:45:00,38,1037,328,814.176,6.236,17.664,831.8
19/5/2021 12:00:00,38,1042,327,823.008,6.226,17.856,840.9
19/5/2021 12:15:00,38,1047,327,823.008,6.197,26.496,833.2
19/5/2021 12:30:00,38,1049,324,806.712,6.236,26.784,841.4
19/5/2021 12:45:00,38,1045,328,814.608,6.226,26.784,841.4
19/5/2021 13:00:00,38,1043,327,814.608,6.368,17.472,822.8
19/5/2021 13:00:00,38,1043,327,805.32,6.368,17.472,822.8
19/5/2021 13:15:00,38,1045,326,805.32,6.217,17.472,822.8
19/5/2021 13:30:00,38,1047,326,814.176,6.217,17.664,831.8
19/5/2021 13:45:00,38,1047,325,797.304,6.207,17.28,814.6
19/5/2021 14:00:00,38,1050,326,823.368,6.217,27.072,850.4
19/5/2021 14:15:00,38,1055,327,805.848,6.226,26.496,832.3
19/5/2021 14:30:00,38,1050,325,815.016,6.207,17.664,832.7
19/5/2021 14:45:00,38,1055,328,805.32,6.236,17.472,822.8
19/5/2021 15:00:00,38,1047,327,814.176,6.226,17.664,831.8
19/5/2021 15:15:00,38,1045,326,805.848,6.246,26.496,832.3
19/5/2021 15:30:00,38,1047,327,805.848,6.256,26.496,832.3
19/5/2021 15:45:00,38,1050,327,805.848,6.268,26.496,832.3
19/5/2021 16:00:00,38,1053,326,814.608,6.259,26.784,841.4
19/5/2021 16:15:00,38,1049,320,823.872,6.199,17.856,841.7
19/5/2021 16:30:00,38,1055,325,823.872,6.249,17.856,841.7
19/5/2021 16:45:00,38,1045,330,885.048,6.298,9.504,894.6
19/5/2021 17:00:00,38,1045,328,822.48,6.278,8.832,831.3
19/5/2021 17:15:00,38,1051,334,804.456,6.337,17.472,821.9
19/5/2021 17:30:00,38,1047,327,796.464,6.268,17.28,813.7
19/5/2021 17:45:00,38,1050,329,867.264,6.288,18.816,886.1
19/5/2021 18:00:00,38,1056,329,796.464,6.288,17.28,813.7
19/5/2021 18:15:00,38,1054,327,795.648,6.268,8.544,804.2
19/5/2021 18:30:00,38,1050,325,797.304,6.249,17.28,814.6
19/5/2021 18:45:00,38,1054,327,823.368,6.268,27.072,850.4
19/5/2021 19:00:00,38,1055,326,805.848,6.259,26.496,832.3
19/5/2021 19:15:00,38,1054,324,806.712,6.239,26.496,833.2
19/5/2021 19:30:00,38,1051,322,797.304,6.219,17.28,814.6
19/5/2021 19:45:00,38,1055,323,832.296,6.229,8.928,841.2
19/5/2021 20:00:00,38,1052,321,823.344,6.209,8.832,832.2
19/5/2021 20:15:00,38,1054,323,814.392,6.229,8.736,823.1
19/5/2021 20:30:00,38,1056,328,848.712,6.278,27.36,876.1
19/5/2021 20:45:00,38,1055,327,821.904,6.256,26.496,848.4
19/5/2021 21:00:00,38,1052,325,815.016,6.236,17.664,832.7
19/5/2021 21:15:00,38,1053,327,796.464,6.256,17.28,813.7
19/5/2021 21:30:00,38,1055,325,815.016,6.236,17.664,832.7
19/5/2021 21:45:00,38,1055,326,804.6,6.246,8.64,813.2
19/5/2021 22:00:00,38,1053,325,815.016,6.236,17.664,832.7
19/5/2021 22:15:00,38,1055,327,805.32,6.256,17.472,822.8
19/5/2021 22:30:00,38,1051,324,833.016,6.226,27.36,860.4
19/5/2021 22:45:00,38,1048,329,823.368,6.246,27.072,850.4
19/5/2021 23:00:00,38,1051,332,830.4,6.305,17.664,831.9
19/5/2021 23:15:00,38,1053,331,787.608,6.295,17.088,804.7
19/5/2021 23:30:00,38,1050,329,805.32,6.276,17.472,822.8
19/5/2021 23:45:00,38,1055,332,805.32,6.305,17.472,822.8
